real_A1, imag_A1, real_A2, imag_A2, tlast
7d4e, 30f2, fef8, a019, 0
c209, fdff, 5da6, 9fe3, 0
4b65, fbe7, 85b0, fba1, 0
e77b, 0b7f, 7c4e, 483a, 0
3bdc, 8d8a, b9d1, fcf3, 0
d5e2, 572c, 6631, 2253, 0
804a, d903, f7ae, ccef, 0
b867, cde1, 1153, 7a78, 0
34e0, 7a3d, 5679, 78fd, 0
619e, dcf5, 0358, a8ef, 0
7591, 18a2, ee18, 9989, 0
8433, ef01, c5fe, ccb0, 0
4d98, 30da, bb1f, 36d4, 0
9f3b, 0a23, 075c, 691c, 1
0637, 3e9e, a429, 3ed0, 0
30d4, 8953, 5f7d, 8d58, 0
3352, b61c, 4333, 9313, 0
2a4b, c638, b481, c3f0, 0
14aa, a87c, 805d, 5c93, 0
73f2, 3881, 7245, 156d, 0
c21b, 0511, 4139, 65cf, 0
8317, 6d97, 66a9, df27, 0
2bdc, 0188, 848e, d851, 0
f010, 5bbd, 0686, e821, 0
a531, 3003, 54f2, f8aa, 0
f8ff, b82f, 27a5, 72f4, 0
50dd, 32ce, 6de6, 6fce, 0
b565, 0652, e103, c7ca, 0
8256, 363d, cb5e, 4f0a, 0
cd24, b006, 4f44, e6dd, 0
4c5f, 129d, 69d6, 6b8f, 0
b970, 0047, 4ae8, 124b, 0
544f, 5c69, 2826, 73d0, 0
bc71, 6c24, 03d4, b19d, 1
35aa, 5d72, 781d, a2dc, 0
c906, a99b, 2dc1, 45fb, 0
0bca, 487b, 64d1, 8d7e, 0
d0f7, 3b85, 1110, e306, 0
e64f, f237, f8cf, bce4, 0
04fa, 77c0, bf65, 75a1, 0
1992, 825b, c598, e627, 0
9e79, 16bf, 0d31, 478f, 0
7c15, e38f, 87ab, f17c, 0
1c18, 72b6, b5ab, 7615, 0
3ae5, bae2, 6964, f5e0, 0
4ea5, f0d8, 6772, c67d, 0
8be5, 6b68, f8e6, be8d, 0
27aa, 44d2, 9fd0, 29ca, 0
a508, f37d, 9420, cd07, 0
0215, 6ff4, f933, e121, 0
93e4, caa5, 8470, b113, 0
0fe7, b701, 2874, 7b63, 0
b314, f9c5, 4085, 8c65, 0
d145, 2bf0, a222, c98b, 1
6828, e8ee, ca56, 55ce, 0
bfc4, 6e0d, 1db2, 4995, 0
d334, ca70, 9fa0, f875, 0
cd44, d088, 5c76, 83e0, 0
60bf, 7938, f302, b4dc, 0
e50e, af2e, 4158, cc0b, 0
a482, a3ce, 262e, 2b1d, 0
ac3e, b19d, b615, 4502, 0
95a3, 9f4c, cf40, e976, 0
941d, 01c8, f2ac, b5de, 0
aa71, a735, 3b8c, 8e8e, 0
69ed, aa25, 6002, d4a4, 0
babb, d284, 9cf2, 5d89, 0
4275, dadd, 4c06, 1cce, 0
ff42, 6a5e, 9058, 3abf, 0
6606, 5572, e2dd, c3ca, 0
de2b, 9395, d2c2, a0c4, 0
60a2, 5765, 3a6c, 778e, 0
9516, cbbd, 9a37, e39e, 0
5423, 9394, 7b02, bb9c, 1
fde9, 5a0d, 1061, b043, 0
00cd, 8914, 429e, 30fb, 0
1b52, f2b2, 2efc, a4d3, 0
d1fd, 97fe, 1308, 14a8, 0
f274, 7e40, cadd, 00ec, 0
0c7b, 1c0b, b43e, 9c46, 0
0abf, f95a, ca60, f971, 0
c037, af19, ec46, 2545, 0
5876, 9fbe, a3f2, cf76, 0
fcba, 0a44, 008f, d0a6, 0
4e33, 6468, 0b05, a51d, 0
e132, ff27, d28d, 4f0f, 0
aeda, ddab, 6c4f, df96, 0
0562, e283, bd53, 196e, 0
acea, 7d06, cdbc, a42c, 0
92fb, 8f72, 4775, 4a0b, 0
7a0c, f6b3, 9f42, 265b, 0
be5d, b9af, 1049, 40c4, 0
bfdc, 2a2f, 635e, 51aa, 0
549c, 5892, 5c32, 4890, 1
0e05, 5391, 32b5, 8583, 0
0ae8, e560, 6ba1, 44b3, 0
07d1, f4bb, 08ea, 7509, 0
e4f6, 22c2, 6467, f080, 0
4d70, 2b70, 90cb, d8f6, 0
b3d8, b562, ee76, 98d5, 0
938a, bfd3, d0ae, 1efc, 0
38f5, 2e1f, 0988, e187, 0
95d3, 2972, 3516, 905f, 0
2808, 193a, d8a8, fffa, 0
e605, ddd6, 812d, 48b4, 0
c7d2, 0c57, 9fdf, d6be, 0
07e3, ce18, f82f, c490, 0
65ac, c8a0, e1e1, 838f, 0
3bce, 4d4b, ad3d, 9b85, 0
6204, 63d0, 5303, 26c0, 0
294d, 2a21, 52bd, 7c3c, 0
e975, 1bb1, a7cf, de77, 0
d0c1, 88b0, 2bb9, 7987, 0
e495, a7dc, 97bf, a353, 1
80be, 13d5, 83b8, 4aea, 0
2db0, 2571, c2e3, bb13, 0
536b, e515, 7687, ecd9, 0
3671, 5e47, a7af, 700c, 0
e3a0, 397a, 6048, 372f, 0
82ff, 830b, def2, 97cb, 0
b504, f693, c60a, 6ee6, 0
a5ee, 1c96, 2da1, e0db, 0
1b2d, 9ed5, 654c, b03a, 0
6aed, 84a2, 82ff, 1480, 0
272f, 95a1, f315, 2040, 0
c26d, 1473, acd3, ee44, 0
6112, 4fb4, c9a7, 4511, 0
2bfe, 5f5a, dc44, 9d94, 0
e828, 57a9, 4271, 71ed, 0
185e, 11f2, f905, 962b, 0
d094, 6e0c, f58f, acbe, 0
0ca0, fba7, c3c4, e3f4, 0
72f9, 5efa, aae6, 2877, 0
ef6d, 341d, 4cff, 0fcb, 1
67aa, a925, 59fa, a1ba, 0
5f86, e566, b315, 9eb3, 0
5714, a623, da73, 233e, 0
4d49, 3a7d, 8ae9, aa63, 0
0e7f, 7d10, a678, 25d5, 0
409f, 8455, baf8, 9227, 0
6a5c, 6750, 4eb0, 727c, 0
e794, d7c5, fa80, e94b, 0
9714, 5c67, 0002, 1f5c, 0
6fa3, 75b5, 348c, adbc, 0
15aa, 0f59, 9d99, 19c5, 0
bbd0, a21d, 0961, 14e3, 0
d812, 1326, 0538, 87de, 0
0247, fc44, 74ff, 7ae3, 0
473d, 859d, aded, 152e, 0
a653, f6b8, 08d6, 20a7, 0
0b2c, 072e, 56a8, c544, 0
e280, 03b8, 2bae, d2ca, 0
a948, 6607, 09bd, f9ca, 0
6ba4, a6d8, b04c, 44fe, 1
911f, 5b94, 0464, e972, 0
6bc9, 2036, 5490, 75cb, 0
d017, ddd0, 5b04, 90cc, 0
7ee9, c8b6, 6e02, e994, 0
21bc, 6725, 5bee, 479a, 0
d2dd, 393a, e5db, 0cf9, 0
a92a, b498, a81e, 2f2e, 0
4e9c, b3ef, 7165, 0ccc, 0
61d4, a493, 777f, 5bf7, 0
170b, e6b1, c4f1, d1a0, 0
b087, 951d, 741b, b631, 0
bce4, 376d, 7489, e6ae, 0
0a8a, 24ed, 40c4, 5074, 0
63f6, 4117, 4819, 23ab, 0
1bc4, b220, 12a1, e00a, 0
abe8, c3b4, 83fd, d745, 0
f1a0, 9071, ef58, b9a1, 0
54ec, 0a75, 219c, 3c6a, 0
55cb, 080f, 52fb, 84e8, 0
2f88, ca29, b35c, 9c71, 1
1bad, 8071, 9bdc, 4623, 0
f935, 5432, 31ad, f05c, 0
3237, 3a43, d1c2, 97e1, 0
2d85, 6907, e045, e367, 0
2ae2, fa05, b8ad, 891b, 0
3cc1, 252d, e514, 6f34, 0
af4a, df42, 6608, 401a, 0
cc44, ec4b, 6c74, 15c2, 0
d140, 5052, 138c, 2430, 0
5a64, a400, 9044, af5c, 0
5d1c, be50, ba78, b11c, 0
ee42, 7717, 188e, 040b, 0
79bb, ca4b, 3891, 1348, 0
443b, add0, 6a19, 2e58, 0
d99e, 848c, f625, d714, 0
d7c3, 41bb, aa72, d14a, 0
058f, c2c5, d84a, 6c89, 0
348b, fccc, 4fbe, dc2c, 0
45aa, 752f, a48c, c174, 0
785e, 0913, 401f, 35b3, 1
c6f7, f9c8, 29eb, 2893, 0
7bfe, a9e3, f915, d5aa, 0
e384, d2f4, f0c0, 8960, 0
1722, 9921, edf4, 0181, 0
162c, 7d70, 9b33, 1bf8, 0
d596, 64d8, 0a1b, 2a55, 0
2426, dfbd, 5f3d, 9654, 0
a7d0, 8785, 50f7, abde, 0
293a, d46e, f677, 7ea4, 0
3803, e5f9, 03dd, 1271, 0
c34f, 5ef6, f4da, 7b97, 0
f454, 01b3, b1c7, bc54, 0
5562, d1c1, 5c53, 1920, 0
052a, 34f7, 8477, 6c2d, 0
5662, f1ac, d791, 9df5, 0
31cb, 7f24, c3a2, e4f3, 0
b272, b7af, a5ae, 4aa8, 0
8be2, dbfa, 7352, 67e9, 0
5578, 719b, d198, ad57, 0
983d, 1d49, 5782, 9d68, 1
93af, 8834, 5db5, 74f2, 0
b7d2, 6d8d, a823, 81bc, 0
a3fb, a350, d986, 25fb, 0
e3b2, 3e10, e9e9, b0f4, 0
364a, 2bfb, 37d4, 3aec, 0
885b, 6d07, 103a, e9f6, 0
2656, b596, d99f, c74c, 0
fdb8, 075b, ca85, a8dd, 0
77ef, b3f0, fc0b, dedd, 0
6f05, 9176, 5c6b, 9477, 0
cbfa, 5176, 63e5, a58d, 0
b2d2, f37d, 0899, 5277, 0
b81e, 5003, 7666, f76c, 0
7afe, f0da, 680e, 6a2b, 0
862f, d525, dfbd, ace0, 0
e4e6, 743c, a905, 483a, 0
bf33, 78a0, 750b, 8ca4, 0
8f4a, ebc4, 1866, c218, 0
c75a, 7e60, dafe, 38cd, 0
96aa, e1a6, 9d4f, cb16, 1
c543, 39c7, b34d, 5da2, 0
5295, 0d55, d562, 06ff, 0
3301, ef71, 0d2b, f62d, 0
4f17, d03a, 2fae, 0c0d, 0
c756, 8644, 5e76, 4e48, 0
95be, 6b49, 9fbf, c6cf, 0
85bd, b1fa, a4d1, a1b7, 0
b391, 29e5, 951e, 41f7, 0
d3a1, a5ee, 0bb7, 9df3, 0
eebf, b920, b52e, 44f8, 0
1878, b3f6, bb7a, 6a08, 0
90e3, 470c, 102e, 7982, 0
560d, db40, 469b, 0fe1, 0
e588, 27a7, 9fa7, c529, 0
471f, 8bff, b7bd, 1e2a, 0
8c4e, 8b4a, 5557, f751, 0
8f73, 89c6, d744, a1bc, 0
9f59, 1657, c54f, ead4, 0
b27e, 2a63, 6410, 319e, 0
d1c5, 7835, 6554, 6491, 1
e88d, 8bd1, 0392, 8355, 0
348c, 6c95, 5efb, 0b94, 0
f254, 352e, c8d5, b0ee, 0
c06c, e981, 3e95, fc6f, 0
8b6e, 4d7b, 7812, 855b, 0
7567, 4c62, 5b55, 2b45, 0
3a71, 5a66, 3331, 8bcd, 0
4d87, 3fc2, ba51, ae3a, 0
f8b7, 5d24, 8b7f, da98, 0
4af2, d3cb, d5ca, 6088, 0
9893, e5f8, 6891, be10, 0
eabe, be9d, 36c7, 65b8, 0
9587, f90c, 780c, 610d, 0
453e, 4c0f, 84a2, 349a, 0
c241, a1eb, d499, a74d, 0
1fee, 4a65, 0213, 7d55, 0
a526, 61af, fd4e, 92d5, 0
c06a, 96f0, 11b4, bb82, 0
1387, 931d, 74f0, 7d3d, 0
8229, f438, 70af, 1ad9, 1
9ba4, 04a7, a720, 2b83, 0
764e, 4f01, 8df0, e1a0, 0
d2e1, 7c3d, e685, 4296, 0
0e12, 465d, f8b0, efa2, 0
5eb2, 3af3, b446, 135c, 0
ed07, 8bbf, aed7, d054, 0
16ab, 773b, 45ff, 091b, 0
2da9, 1791, 1b50, 52c2, 0
88d8, 79a3, 6933, a1a7, 0
984b, b145, 1c3c, 2866, 0
4321, 6e0c, ed3a, 4217, 0
269e, 0991, e130, 06cb, 0
a975, 650d, 71b7, af54, 0
7428, 4333, 7f53, 8d64, 0
d86e, 99da, b2c5, ec79, 0
7878, e674, 7dbc, c878, 0
8efa, 95c7, 72ce, ccc5, 0
aa85, a22f, c436, f319, 0
865f, 8cb6, 9ae4, ca1b, 0
2f79, 1190, e43d, 3272, 1
dc72, 8479, c229, 89c0, 0
d7b6, 63a0, 8de6, 92fd, 0
3f07, 7731, 2412, c918, 0
34d3, 2049, 638b, 4364, 0
17a6, f494, 4347, 9e75, 0
cb89, 09b9, 625e, 8135, 0
eda0, df8f, 7245, 717c, 0
bbab, 62fc, cbdf, 522e, 0
cc12, 74c7, a757, f616, 0
e68d, 59a6, 96c5, 7f39, 0
7072, 5155, 017b, d71b, 0
216b, 1697, 62d4, cac3, 0
6786, b984, 8871, abe1, 0
526b, b807, 179d, b083, 0
c17d, d0f8, ebf1, 2025, 0
e2bf, 3cd2, 68bd, 288c, 0
a016, f743, e1d1, 5e73, 0
4f8c, c387, 8218, 536c, 0
7571, db8a, f646, 87cb, 0
fe86, c34c, 31dd, bed3, 1
94e7, 6a95, 9b7c, 4af4, 0
4c81, aa87, e748, 40b5, 0
fa64, 6cd5, ded5, 8ece, 0
8b21, 10e7, da1b, 7ece, 0
3401, 17d4, 3c3d, b6eb, 0
6d85, 382d, ce91, 446a, 0
f764, 6811, d08d, 7bf0, 0
29a0, 639a, 8bb6, a76f, 0
62c0, a2bf, b0d7, a785, 0
acdf, beef, 508d, cfd3, 0
4cc1, dda4, 7ace, a5f6, 0
0e06, d7fd, e2af, 4deb, 0
496f, 5aea, 3ba0, 0472, 0
78d0, 3448, 61c3, db26, 0
9f8a, 2a6a, 8374, c55e, 0
96c3, 0630, 3a52, 17f1, 0
1445, 58af, 2f3c, 1860, 0
617d, a465, 107f, aeaf, 0
ef7d, eeb5, 1e05, 5209, 0
1708, a248, 61d3, c880, 1
4e99, b145, c94b, cbd1, 0
8228, 76cf, 51b6, 48ab, 0
5a92, 78c6, 3c9e, 2b54, 0
eb5f, 448a, 24c8, fce6, 0
b3e2, f32f, 6b04, 7b92, 0
08ca, 650e, 3cad, 37aa, 0
ad5a, 3ffb, 2f42, a054, 0
20cf, aa80, ee43, 6246, 0
cf2c, 580b, 43ac, fe76, 0
6560, a8e2, e15a, 7fe0, 0
de2e, 9678, b017, fac6, 0
5a5d, 2c75, ed2a, e02e, 0
0e29, 28f2, 389c, fbaa, 0
2ec3, 106e, 79bc, 9ec1, 0
c830, 3b13, bcfa, 3041, 0
eabf, 409f, 4f4b, 3f61, 0
0f51, 92f9, 227f, e3b2, 0
5590, 2416, 8d29, 3a99, 0
928e, a31f, 5bc2, 5a64, 0
7756, 38bb, 22bd, 657c, 1
99c8, 4d7d, 5360, 327a, 0
d986, 4eb2, 84b9, a4d4, 0
ff51, 5fdb, 43c4, 6853, 0
d42f, 1efd, 4228, 4faf, 0
738c, 6faf, d36b, c55a, 0
8782, ba04, d9ff, 67ae, 0
3fdf, ed7a, 1364, 1588, 0
7da9, 54aa, 2224, b2da, 0
2d7c, be2d, 83dd, 2b14, 0
7263, 5474, 571a, 568f, 0
1ac3, c689, 84a8, bbe8, 0
44fc, e233, abd5, 272e, 0
273d, f04e, 9abb, 9a7c, 0
c8d9, a3c1, fb80, 2c83, 0
2156, cf05, dd69, d3c9, 0
2fe5, 45bc, de09, 5c89, 0
b0b2, 88d7, fc55, 0de0, 0
d6ef, da24, ebbe, 5a67, 0
79c8, 3997, d377, 65b6, 0
a21b, e894, ebbd, ad37, 1
bcfa, 0f18, 3b02, 68d8, 0
e327, 8a41, 1669, c784, 0
4c22, 08e1, 4f5c, 4456, 0
80aa, bb0e, dc64, 9483, 0
e0e1, b689, a3d9, d261, 0
9fe3, 6254, 2ff0, 0938, 0
71eb, 7483, f739, 6f7a, 0
3d64, db4b, 07f4, fb92, 0
8db9, 97cf, 0edf, b0e7, 0
173f, 3e71, 201e, 23d3, 0
4cbf, 8a04, 6539, 06a6, 0
9e88, dce6, 97b1, fd17, 0
a5d2, b29c, 3d41, d39b, 0
c494, 80fc, 6347, ac11, 0
4284, 2dd8, 82e4, 8174, 0
4016, 943b, 4962, 3153, 0
315d, d681, c4d7, ed77, 0
0cac, c41b, 7ba6, 733e, 0
0ce0, 4af7, 490d, 5990, 0
bb31, b95c, 2d84, 9a39, 1
cc6e, efa7, ee6b, 28e6, 0
be90, 8789, 5bb0, b30f, 0
e989, 7419, 8af5, 2a4a, 0
14dd, 6a95, 0667, 49c6, 0
6aab, dd4b, f4b1, 17f3, 0
501b, ea26, 5819, 3643, 0
0a15, 03b8, 62f0, 59cd, 0
9650, 00e6, 67a6, c6c6, 0
5022, 29e5, f770, 20fc, 0
5176, c13d, 3e51, 04e4, 0
0458, fae9, b060, 681e, 0
bd58, 05ec, a627, 8b4f, 0
1c3a, 24f2, 3ad4, 6f8f, 0
c49f, 1130, 5449, cd18, 0
bad1, 0457, 7a86, f7e5, 0
c5c2, 06c4, c436, 9d01, 0
3932, d944, e996, 03b3, 0
b91e, 630a, 7d49, 7af7, 0
e3a1, 403d, a6bd, 38ed, 0
fb21, 3cc2, 4ea6, 8db0, 1
24ba, 4133, 40fa, 0633, 0
6f12, 685d, 49c4, 3263, 0
67f5, c0ac, b3b6, aed9, 0
23ef, 05c4, 3c37, a610, 0
f643, dee5, 20e0, 372b, 0
c97e, 6516, 740c, 1680, 0
661a, 5e99, 0aef, a468, 0
aaa5, ea1f, b463, 0e9a, 0
c8ea, 2d64, 42f7, c96d, 0
1469, 296f, 4129, 3028, 0
7e63, 3c70, 8e89, 2612, 0
855e, e7af, d2f5, 9de5, 0
84b3, 0ea9, 0fef, d861, 0
a65f, e03a, c788, ea95, 0
e882, 35d1, 1a7e, 64d4, 0
8366, db2f, a045, cc40, 0
8068, 39f7, d727, 0b68, 0
d09e, c3fb, 0fe9, e6b2, 0
bd11, bb00, d3af, 3b4c, 0
dbf4, 7dc8, 0394, 3eb9, 1
4a0e, 2165, 9d54, 1759, 0
e893, 2163, f53e, f29a, 0
ea89, a832, b0ab, d0e8, 0
bc67, 8299, 8d04, 2e25, 0
f13f, c440, 9cb4, aa3a, 0
d94e, 0319, 61a3, 346d, 0
2f85, 410e, 7c0b, 677a, 0
a669, d0ac, 662b, fa6c, 0
e6d4, ea9f, 19a9, 81a5, 0
8195, c010, 6346, d5dd, 0
408c, 3da2, 67c4, d9e1, 0
f3be, d59f, 433e, 2538, 0
e8ce, 2d6e, 3c03, 6264, 0
d59c, be07, 06d9, c6c3, 0
e61a, 3247, 34d7, 2f8c, 0
e4d9, bc41, ce3b, 0a12, 0
79d3, 1be9, 2646, 8af1, 0
f5c7, ff10, da29, ce08, 0
bb0c, cae9, 2677, d3a7, 0
d44f, be5b, b391, 7522, 1
2242, ba2c, 689a, 9d11, 0
be2c, c5a9, 6901, 6068, 0
f8b3, 69c7, 8d70, 6ffe, 0
1ff5, 8f17, c953, a01d, 0
342d, 4c66, dc62, 1372, 0
6958, 55e0, 7c53, ca4c, 0
de73, d8e3, 46b3, 9603, 0
a46d, a4ec, e89a, 7775, 0
cfe8, 93b6, dc48, 3f09, 0
749d, 4cbd, a153, a1fe, 0
7812, 7e2a, 2d9a, c9ed, 0
8dce, bacb, 22f5, 2488, 0
6571, 35d7, 5f17, 18dc, 0
ba80, 3531, bef6, 2d3a, 0
26e2, d5cf, ccc7, 507d, 0
353e, 5812, fbd6, 5b16, 0
e87c, 814e, 8c87, a994, 0
b576, 0c91, 5ac2, 397d, 0
5a74, 9504, f2b1, 458d, 0
49d2, b700, 8758, 6209, 1
f01d, 1e7a, 42b8, 4489, 0
3679, 2945, 6232, 42d7, 0
8721, 2b24, 671c, bf45, 0
3faa, b95b, e14c, 179d, 0
ef08, aded, 77fe, f9e0, 0
512b, 2430, ce6b, 1129, 0
4c17, 8309, 4b98, ea38, 0
f4bb, 6e47, ffd6, d29e, 0
ead4, eca3, 0469, ce65, 0
6cc3, 9715, af87, 17c1, 0
0c5e, 9090, 555c, f0e1, 0
97ba, 4726, 826b, 1988, 0
3a69, d066, 2988, ecc2, 0
d7d9, 0a23, 28c6, 1fc2, 0
52cf, caf9, 4d62, af24, 0
e5fb, faf6, f61c, d780, 0
666e, f603, fdec, 2d80, 0
fbf6, cff2, e97b, 6599, 0
c64e, 3753, b7b5, ff26, 0
2946, 2389, 5a1a, ae2a, 1
5454, f344, c86c, e6de, 0
9b46, 96e8, 25a0, 011b, 0
b8a6, 170b, ffa3, cc07, 0
b33f, f6e9, 9066, ab89, 0
57b2, facf, 0c48, f02a, 0
467f, 01b6, 4d5a, d85b, 0
67a4, b2e1, 776c, 412a, 0
9add, f693, c626, 0d5f, 0
61a9, 2493, 9d2b, 5770, 0
2a0e, 559e, 1a16, 9887, 0
165d, 03c0, 023a, 9064, 0
269b, 175c, 73c5, 3c5a, 0
5b2e, 183d, 729b, d3c4, 0
911a, 4253, 8c08, 2989, 0
0d37, 3c0b, e373, bac0, 0
7184, 1b8c, 6efe, ce01, 0
3221, 0d69, 7fc5, a8de, 0
901b, c534, 4b4d, f0b8, 0
d331, d672, ddb1, 2c0c, 0
58a8, 4ebf, 178c, 81ea, 1
a9f6, d1e2, bb89, f86e, 0
b9c6, 0c6a, f6c7, 5ff5, 0
2a6c, d058, e196, 5a83, 0
6017, 3902, b2f3, c793, 0
5f34, ca68, 37b1, f0bd, 0
69c0, 9604, 4b4a, d9b4, 0
2943, 513d, 078d, 964b, 0
ab09, 3af9, 85eb, 6560, 0
0e78, cda9, bf93, 0b92, 0
50a1, 6fb3, 4da7, 78c3, 0
7111, 1c29, 4604, 3a43, 0
861e, 2986, 6521, 98d7, 0
4a67, 5134, cfeb, 4226, 0
24fb, 9aea, 8e8f, 6686, 0
e486, a48f, e122, 0ab4, 0
8a28, 95ce, 2a02, a62c, 0
ebdc, 34ea, bd6e, 5888, 0
db27, 5870, 7051, 6890, 0
7c7e, ce54, ef6d, 2179, 0
cbf1, cfec, 122b, db67, 1
a4d4, c06e, 228c, ca5b, 0
b7ea, 7bd6, fc5d, fe11, 0
6701, 60c2, ab74, fdb9, 0
5b0f, b5f7, a40a, d1e9, 0
ab83, a129, 7164, 352f, 0
3acc, 6322, 9d4b, 92aa, 0
6db6, 034d, 57ad, 87a9, 0
c860, 2894, 0948, e349, 0
4372, 14cb, ffac, e11a, 0
24bd, 63cf, 0987, 9f68, 0
64c8, 580b, 7c4e, 0edc, 0
5739, bf93, d49d, 3787, 0
510a, dd58, d1c4, e684, 0
ecd1, 0208, bfcb, 7e6e, 0
efc7, 631c, 6f5b, 5cb4, 0
5a01, 8cb7, 8730, 3d60, 0
beb6, ced5, 1bb2, bef7, 0
d3b5, 0348, 67f1, 0674, 0
8492, 28ea, 69a3, 378e, 0
e735, 354d, 6e16, 5129, 1
4f05, d5f6, eb3b, d725, 0
3294, 13d3, d1a8, 3209, 0
a122, 4561, 6599, 763c, 0
e9ae, 0806, a5c9, c8f6, 0
2fdf, 11de, 1111, 065f, 0
fd14, 8277, f205, bf21, 0
2070, a372, 343f, c6de, 0
4a36, 0128, 6faf, 1daf, 0
7198, 3dcc, 730e, 19b5, 0
4d47, 82f0, c2b3, 9fe7, 0
a20b, 670a, c228, 2fa2, 0
5e4a, 1bc5, d39e, 01bd, 0
0519, 0eb2, 0ad0, d86f, 0
a5a4, 701e, d514, 4212, 0
8163, 0364, 6036, b0b7, 0
d673, 50f3, 15d4, 5038, 0
6d64, 2546, ce9f, 7438, 0
3492, ffac, d8cb, ac6f, 0
c8f6, 459d, e1a6, a529, 0
9a84, 289b, 7b57, daf5, 1
ebcf, 461f, 5a54, 8e62, 0
223c, e7e9, 7207, 3929, 0
75b7, ab83, 5613, 512b, 0
0414, fa07, 0423, 9cd8, 0
a434, 3c41, 74a6, d999, 0
c3c3, e13e, 228f, 917f, 0
93e1, a88e, c192, cdee, 0
b338, f2b3, 4924, 9c04, 0
03c6, 1ffb, 9800, 7acf, 0
34ea, 3b73, 2c9a, e068, 0
3f73, b119, 1925, deca, 0
6259, dfce, adc2, 3c87, 0
00f1, c9b1, 08f9, fe94, 0
ea0d, 1680, 3f1e, b4cf, 0
3946, 00bd, b760, 8fda, 0
489c, e06f, 17b3, 046f, 0
cf4c, 7a00, 2296, 2d1d, 0
6216, a396, eadd, 0e4b, 0
55ac, 002e, 3014, e4b1, 0
e8a0, 2b27, 179f, 0525, 1
35f7, 8800, 8ba9, 0237, 0
a1ec, a994, cb05, d216, 0
b229, 2c93, a1d4, 6190, 0
cf64, d4e5, 807c, 6bee, 0
49e7, eec5, b885, e467, 0
040f, 2241, f4c4, c6da, 0
bc33, 8132, 8754, c939, 0
a2a9, ff37, 5f41, a9d0, 0
6193, e2ec, 942c, 0b83, 0
b56a, 08de, 1f50, 3b25, 0
e950, 31ef, 99e1, 3c8c, 0
4ff1, 48f0, eefd, 501c, 0
394c, 8fcb, 06ff, ae9f, 0
1dd6, 674a, 5578, de14, 0
5c9f, 19f8, 93fa, 66be, 0
574c, 3646, 1306, 6aeb, 0
fb7b, a298, c299, 3ac7, 0
f834, 1cd0, 62a7, c6b8, 0
318d, 4c9a, b09f, 1c41, 0
4204, 4e8a, 8e47, 6fdf, 1
2fca, 3c1b, 46c0, f16f, 0
3ed9, e228, f4dc, 1203, 0
7fa6, ea83, 2b4e, 1d72, 0
af1f, c9f3, ce42, d825, 0
8784, e069, 1a3e, 68fe, 0
bb11, 2a84, 2b27, ae30, 0
9c91, 70df, 750c, cde0, 0
166c, 8bb3, 619f, 3abc, 0
c164, 9d80, 8778, 9364, 0
99be, cf7d, 3165, 9546, 0
1903, b0b7, c0b8, 3a4e, 0
39a2, 978b, 8aff, bbc4, 0
1ca0, 8db9, cbb5, e6c4, 0
3223, f20f, 97da, 6908, 0
057f, ee21, 32ac, 8e4f, 0
2491, 823d, ca5c, bcdd, 0
241a, 4da6, 8d40, 9de5, 0
84b0, c089, 8af4, 4923, 0
397e, 91d2, 7bc0, 3fcf, 0
d8ce, 6dcf, 8c65, daac, 1
c69a, b5be, 2fc3, 7aba, 0
3b29, a4e5, 1c23, c169, 0
9ba4, b232, 3c82, f241, 0
9648, 8042, 449a, 700a, 0
a608, 2796, 47d0, d50e, 0
e419, 4217, 5fd1, 050c, 0
e2ef, d948, eb19, 1c87, 0
489c, e7a1, e402, d6c7, 0
9d51, d32a, 5eb1, 1775, 0
1581, f87a, 8a62, b921, 0
acd9, a0b7, 6528, d949, 0
adae, afa1, 7c9b, 4d64, 0
cf1b, 6b49, 9283, e44d, 0
6912, 600c, d405, 2442, 0
aa18, 1ec4, 0e2b, e48e, 0
89f4, fcf7, b515, a4f8, 0
114c, 2672, 1c63, e364, 0
978d, dd5c, 7b1c, 7b47, 0
b6d7, 4c16, 76d2, 6df3, 0
f5de, 666c, d109, 31d3, 1
d2b5, e60e, 906e, 9288, 0
c57f, 17d9, 6bb8, 9d0a, 0
9218, ca50, 4343, 0ec1, 0
1bf1, fa0d, b62b, ccb5, 0
5c12, 9c8b, 41af, 82b5, 0
cb81, 9f90, 7da1, a756, 0
7bd5, 4703, 26d5, 1265, 0
e564, 27d6, e32c, 9c23, 0
595b, 1c95, e522, 36fa, 0
d37d, c548, 680c, 5370, 0
77cd, f98d, 16de, 283f, 0
1d02, bc83, 6d84, c299, 0
6bb8, 9a21, bb7b, 7f2f, 0
ddae, 7291, ef3b, 6f62, 0
8452, 54f8, feb5, 4837, 0
033c, f130, de19, 1798, 0
642b, fccd, 269b, cb31, 0
9843, bbeb, b77e, 1c27, 0
0600, 01e1, 559f, 9754, 0
164e, 5594, a320, c2fb, 1
b4ef, 86d1, c7da, b37a, 0
d285, 653b, d7b2, 5af1, 0
e116, e649, 1af3, 0e7c, 0
1733, d028, e6fa, f001, 0
5724, 34d0, e415, f1c9, 0
fa7c, 5473, f3c3, a305, 0
0af9, f46d, 2e83, a719, 0
7649, 2834, b73f, 45bb, 0
c217, ddce, d791, 7a7a, 0
c454, 7f26, 3277, edbe, 0
5a12, b24a, 6c66, 007f, 0
8688, 261c, 2fbf, 7f7f, 0
080b, 8e42, 22fc, e5e2, 0
b171, ce8b, 3813, 36e3, 0
cadf, dd65, de9c, 1577, 0
