real_A1, imag_A1, real_A2, imag_A2, tlast
5d89, 204a, 0f6e, 55b9, 0
558a, 1129, 9560, 122f, 0
3bc4, 3f79, ba32, 0791, 0
def2, 318d, e472, 295e, 0
5b44, 151e, 59bc, 2572, 0
0cfc, b422, e30f, 29a9, 0
0f96, 097b, c82d, 3199, 0
e4fe, 2ed2, 1b3f, f10f, 0
1e7c, a118, ace7, 1808, 0
2a7b, b150, 0cd2, 089f, 0
f8ac, 6de9, bd0e, c6e3, 0
3b66, 2b3d, 58aa, ec69, 0
eec4, f94e, 16ed, 0f6f, 0
63dd, 0197, 5086, dc70, 1
54be, 2a25, 31d7, 11e9, 0
fd7c, 9ad7, fcd5, bd64, 0
9dba, f1e4, 0d4d, b826, 0
fb99, 6795, 2851, ec17, 0
d206, afcd, 0447, 5153, 0
cd1b, ec42, 20de, 1824, 0
36be, cb28, f491, e446, 0
e976, f826, f050, d1dd, 0
a100, f97d, c7b0, 3282, 0
2c00, 2b9d, da8f, 1f93, 0
ab8b, 08b8, c6e9, ca46, 0
24b9, 323a, ce3c, 1b54, 0
00cc, 27c8, db16, dc42, 0
0865, 76aa, c8c3, e1b5, 0
2aa3, aeac, 1038, c4d1, 0
f7b9, f436, e01f, 2121, 0
4379, e7cc, 28f5, fe2f, 0
c0f0, 30c3, 17a9, 0532, 0
1119, fb48, 102d, 5615, 0
9e49, 061a, e7b6, f93a, 1
f005, 5038, e051, f687, 0
3652, f02e, fd61, 551d, 0
ffeb, 8811, 066d, e903, 0
31ad, 3f3c, 52af, f15d, 0
d55b, 363a, 1a7b, 23ea, 0
f772, 4a23, a7b6, 182b, 0
17d6, e116, c9d2, 3d3e, 0
fcbc, f731, c8f5, 39dc, 0
5bb4, 1aa6, cff5, 2b6d, 0
c191, fa13, a263, 198a, 0
0ded, 1514, 5630, 0ccb, 0
f315, e50a, 038f, 0cdc, 0
08f1, 154b, 92bd, ff86, 0
1c88, d23b, 1cb1, 58a4, 0
6814, 0671, fc8c, 171b, 0
2f94, 2f46, 2001, 5bb1, 0
e712, 1050, 0f9c, 36dd, 0
01d3, 0a95, 667f, ec8f, 0
c351, 0d16, ba90, 1dce, 0
c7f1, 2ed2, e5f8, b612, 1
32fd, ec6e, c1e6, fac8, 0
1293, f6fc, 05fa, 9ad5, 0
3d5d, 33b7, 1bea, cf3f, 0
2edf, ceea, e4db, a8c4, 0
b5e6, f1ea, b8b2, ce5b, 0
fa10, 6a8b, a394, f95b, 0
ce69, 1ea6, 0a17, 6fd2, 0
147b, 0913, 15e0, bfcc, 0
12f4, d667, f882, fcc9, 0
d9e5, fe1d, 572b, 1871, 0
3085, f107, dac2, 565e, 0
d74a, 1a2f, a843, 18e5, 0
8b3d, 029a, 19c3, 198a, 0
e493, bbd5, 1f67, 4604, 0
c5d3, e8a9, 489c, 0f8b, 0
e785, bb0c, bd1d, fd63, 0
e8b4, e122, a1af, e89c, 0
1429, 13bb, c033, 0555, 0
d399, 0356, 23e3, ff0d, 0
5286, 0d1a, e0aa, bd5e, 1
de45, f3fc, 03ac, 1da3, 0
2018, 5bfe, 6e60, 0e52, 0
23aa, 08e2, 170d, 5808, 0
e3a1, ba12, e624, 6601, 0
60f7, 04f2, ebef, e238, 0
deb9, e7d3, d3a5, 1274, 0
256e, 52c0, bb99, eed8, 0
b78b, 3261, 47e6, 15df, 0
13b3, 1de3, 00af, 0c91, 0
07ef, f485, a12b, e176, 0
1d57, bee4, 245e, ef22, 0
74a7, 04c5, 0097, add9, 0
5c7e, 0bbc, f1a9, d682, 0
109f, aca9, 475f, e8e9, 0
4b05, ff64, fc5f, f804, 0
ddcf, 4314, 4444, 2d1e, 0
c570, f6dd, 6316, eb8c, 0
0106, f604, ca2c, fe20, 0
ac22, f0a0, 47fa, 289f, 0
fb23, 5730, 1925, b8d7, 1
1afc, 0232, 09af, d167, 0
c56a, fb7a, 603c, e927, 0
d24a, b5b2, 096a, 3979, 0
4b0e, eb55, bfbb, 28de, 0
3f67, e474, c32a, e280, 0
02e9, 8c94, 0200, 3894, 0
17fd, a291, c1ea, e68a, 0
d58c, 077a, 1192, cb75, 0
e16f, b74f, c53d, c4d5, 0
39f8, 03c9, 16a8, 26e8, 0
e188, 47c1, f9fd, 417f, 0
1dc3, 50c2, 1c8c, bd24, 0
b51f, 234a, 5741, d759, 0
df22, 0cca, 335b, 45fd, 0
2d92, dd8d, c72a, 086c, 0
3b82, f44a, 8e38, fc98, 0
c7bd, fd30, ff26, 1246, 0
d8e4, 01dd, 018d, 2ba6, 0
e9dc, 50c3, 1a3c, eaf1, 0
ad4c, f417, df6a, 38c9, 1
f919, f54f, f346, 5439, 0
46d1, 2db0, a637, e59b, 0
cb27, 382b, e65c, 443e, 0
99e5, faa7, cd81, 28ad, 0
5126, d8b4, ee50, 3656, 0
c70f, 28ce, 1688, 3baa, 0
4719, 1347, f6f5, 4c6c, 0
dc00, b49e, 3909, 1600, 0
d48d, b5a2, 0722, 1b89, 0
6920, 0248, fcca, 5fba, 0
dda6, d070, 090b, 0773, 0
f313, c2c0, eea8, f8f4, 0
ea86, 560b, 66be, ee3a, 0
1f1d, bf09, 1f8d, cf79, 0
c024, 097c, 4791, dfa1, 0
e47d, ad3b, 4fd5, 0906, 0
f6a3, cd1a, 34bf, e692, 0
a678, eb5d, 5a1c, fa14, 0
d231, 0584, b8fa, 2df2, 0
fce1, 32dc, 1c4a, a453, 1
113d, 6c41, 20a2, c17e, 0
4319, 38de, f915, 3448, 0
bdf2, 2f1d, fe46, 9701, 0
5dfe, 1c8e, 5376, de97, 0
d213, 496f, 06c1, b612, 0
4ebf, df5a, 0647, 1a4b, 0
9b49, 03a1, f05d, f531, 0
1df1, bcb8, 40fb, 223f, 0
fa2a, 3ad6, 6248, f101, 0
f83b, 9cf5, a4d5, 23df, 0
1f8c, 4aad, 2e6a, f41a, 0
463d, f513, 27b2, e2d5, 0
def0, c8e2, 12d5, 3528, 0
c432, 0591, 0294, ae8d, 0
e8f1, ab5a, 278f, 2445, 0
bca4, 232d, 1380, 20cc, 0
085a, a0ec, 343a, 38dc, 0
cff0, 4d6c, 747d, fa6a, 0
39e2, c314, 3efd, d14f, 0
44d2, 0254, 19cc, f768, 1
eeda, ba49, 0171, 08ae, 0
0b97, 1283, 277b, aa56, 0
29d1, 3f3f, 06c2, 884a, 0
c6f4, 1590, a0b8, 0252, 0
0340, 1d3b, e993, e8e3, 0
e318, bd21, dd41, dcec, 0
3df6, 2d21, ce35, 4ccb, 0
e652, 1d65, 14e4, 5b3f, 0
106b, 29d1, 2d06, 371a, 0
cede, 0d22, 25c0, e28d, 0
5055, f6e5, dc8a, 0d59, 0
94d8, ebf4, f875, 74e4, 0
0f0b, 069a, b7fc, 028b, 0
e899, 23c5, 0385, ee19, 0
11ec, cd6c, 1347, 04d0, 0
6a71, 0a60, 1194, 2d86, 0
e8ac, f802, b34f, 14b5, 0
34ac, 01ea, 0aac, e2bf, 0
0ae4, 135d, d400, bd86, 0
c5b9, bb31, bc10, d46d, 1
1efb, 24ea, 3fa2, 2637, 0
faa5, 7651, f45d, ec30, 0
17eb, bf05, 02c5, 09d8, 0
b1b1, d319, e6e4, e2be, 0
4de5, ff51, 340f, 2a8d, 0
2ee4, 3668, f49e, 0819, 0
2818, 28c9, c891, 2971, 0
4d9c, d6ef, 69da, 0cd1, 0
d5ed, d52c, fe95, 4499, 0
5273, f7bf, 27a6, b144, 0
be20, d7a7, 02ec, 2632, 0
d264, adeb, ebe5, d6d9, 0
eb26, fe75, a3c3, e67f, 0
ec39, 6a5c, 0dda, b49c, 0
1311, 0fae, b8c6, 103e, 0
10e8, 1964, 0be9, c878, 0
06ed, c14b, 2ec4, 292b, 0
f408, 2740, 3659, 20d1, 0
f212, a9d1, 64e2, f60b, 0
efdf, 22e6, e343, 1b4c, 1
256a, 29b1, ef9d, e907, 0
4cb8, f236, bbf0, 06fe, 0
f50d, 0118, 0f5d, 98ee, 0
956c, 000b, cd58, e841, 0
5618, 09a0, 1da8, b73f, 0
28b6, 33c3, 212f, ed5b, 0
d325, 19af, 1b1a, 057e, 0
d10a, 3ea8, 0319, 3f06, 0
03dd, be57, 1190, 078b, 0
7ac9, fe23, f2f1, 5980, 0
74f9, 074a, 36e5, fba7, 0
36e5, f8ff, d427, b1df, 0
2bd2, 2ca3, 4f85, 03e5, 0
aa90, dbfc, badd, ddc4, 0
c824, 0a3f, e2e5, f60b, 0
23ed, 550c, 06a0, 361a, 0
1121, a139, b8cb, 1b59, 0
9dce, f4ef, c319, c7de, 0
f84f, 72f3, ac13, 2a86, 0
fbb8, 17f7, d8ae, f3dc, 1
48f2, 1ff6, 448c, f861, 0
7754, 07b7, d9c9, 034a, 0
21af, cb3f, e3df, c6b5, 0
e1f5, 4e37, d9ff, 2b05, 0
3c8f, 14c8, 0bd5, fab6, 0
2c64, fb0c, 11c2, 6999, 0
ffb9, 3354, 110b, 3f72, 0
2003, 11bb, 509e, dcc8, 0
2e2e, 13ec, 36d9, fa19, 0
9c89, 0046, bf02, e725, 0
133f, c9a1, fad2, efc7, 0
ba72, f4f4, adc3, 16fb, 0
338a, c7bf, 01c8, ff5a, 0
23b7, a582, 0df5, d391, 0
2f3c, 2df3, 0ad1, c23d, 0
1e58, c24f, b524, 0e61, 0
2244, 1a36, 1a1a, f5d9, 0
fd58, 05a9, b3ef, 2e01, 0
f27e, ff4a, b889, faba, 0
a967, 07c0, 1d7e, 2935, 1
2ad8, 4a98, 1fd7, 3213, 0
61fa, e4bb, 0af3, 044e, 0
633e, fcf3, 24da, 5586, 0
f6cd, 9a7a, 41c8, dc45, 0
1e17, a29b, 6ed0, f91a, 0
0b5b, 8bda, 028c, b78b, 0
169a, fbe3, f8ef, 6761, 0
106e, ea58, 1f7f, b519, 0
ee43, 0442, 076d, 5c62, 0
c28f, faa3, fdc3, 4864, 0
bb14, f687, 11fe, e5b9, 0
b75b, fb30, f2cf, 4a09, 0
009d, 53a9, b18e, 275e, 0
033d, a49d, d2cb, e686, 0
3a26, 28d2, 1899, 47cc, 0
4071, f76c, 3c3d, d862, 0
af9b, f9e5, 4397, 195a, 0
d020, c36f, fec2, 5c54, 0
1699, 4ce3, ed17, bb9f, 0
25a3, 24c6, d716, f847, 1
ffd9, 5835, b518, ed98, 0
dedb, d1bf, 06cf, 8779, 0
55d9, f0a6, 341b, e023, 0
f64e, a318, c24c, f762, 0
a8a8, 085f, 2653, 228f, 0
ab21, 25ae, 27b6, 49a3, 0
43df, f915, f052, 4e35, 0
cfce, 2300, 3b1e, 38aa, 0
e5a9, 29c8, e414, ead9, 0
a7dc, ff6d, 3c34, f358, 0
2ae6, fead, b73c, 204a, 0
350c, 49f4, 2a16, f274, 0
4917, 3125, 9aaf, 1892, 0
ffb1, d2b0, 094f, ee95, 0
1c0a, d63f, f2f9, 5cc9, 0
01aa, d805, b43d, fb1f, 0
c15c, e65e, e6bc, e03f, 0
4f47, 16ed, 25e3, 0257, 0
ff8c, e4b0, e118, da29, 0
b888, e754, 292d, 11a1, 1
9bc4, e9f8, ef34, 2bc3, 0
c0a3, 1c3e, 1e89, 5828, 0
1026, 6cd7, 8da7, 00cc, 0
f1c9, f634, fd6d, ac7c, 0
0603, c626, cc01, 4637, 0
daa4, dea8, 1b6a, ff45, 0
e865, 5724, eb9d, 147c, 0
4bba, 061f, e105, 0cf7, 0
ea20, e721, ff88, 9ef1, 0
0050, 5b8f, 9a24, ed19, 0
e176, a672, 8d29, f84e, 0
2fb1, 3d42, 593f, dde0, 0
22c5, 2778, e4e3, 514e, 0
ce67, 15a3, fbbc, c074, 0
4a92, f6fe, fb24, 2f7a, 0
0af1, daee, 2887, b669, 0
fdf1, a511, f1b1, 33da, 0
f35e, fbb2, 1bd9, c7ce, 0
19c7, 0bdb, 38a6, e985, 0
6995, 0f4c, d4cf, 51cb, 1
e116, 581b, 1df0, 5f33, 0
555a, 02d6, 0616, 135f, 0
3944, 3604, fa8b, 3d42, 0
e6ff, 2be5, dea8, 373f, 0
04f1, f455, e71d, 495b, 0
3487, 3aa5, e9f5, 3fc8, 0
e2b8, 4589, 0585, c14f, 0
09b7, c142, 7319, fb48, 0
f813, dbeb, 39ed, 0b8f, 0
c52a, 2162, 405c, 2450, 0
adda, e51c, fa8f, 51b4, 0
ebc2, 1954, 3059, 1de3, 0
f507, 387e, e66b, eab4, 0
e2d1, 2913, 1126, 0fe7, 0
3686, cb30, d4a3, 44ea, 0
0fa8, b760, 4453, eb2e, 0
164b, 13da, 092f, 1079, 0
c0eb, 01b2, 1d86, ab8a, 0
4e57, eb8e, 1091, 25ee, 0
fdca, abb2, e0a8, 4aa8, 1
eccc, f037, 15e1, aa4d, 0
65e4, 10ed, 292b, 4923, 0
ded2, 1b1f, f3aa, 0b89, 0
02bb, b87b, e08d, f64f, 0
f39a, 19e3, b6ec, 03b0, 0
e9a7, 4046, 130c, 10f0, 0
ff86, 783b, f489, 37a8, 0
f0a1, 9285, e2d1, a186, 0
5653, 004a, f9cd, 9410, 0
c458, 0e57, aa6d, f59f, 0
5b1c, 0f2c, c90a, f9fe, 0
e1d3, dbb8, 387c, 2834, 0
03e3, b1ba, bee8, d689, 0
be26, 1aed, f022, f851, 0
0866, ebaa, 42b2, f03e, 0
0bd8, f845, 36c6, 39c0, 0
4872, e639, b869, 2062, 0
158f, 14a6, f015, e44a, 0
b0f2, e386, f004, fc93, 0
2516, 1765, d518, 47ec, 1
ef17, e54f, 0245, 12c1, 0
f98d, 5d41, 8bd5, f5f7, 0
afcc, 026d, f390, 68c0, 0
e434, fc13, 92ee, f63c, 0
5736, f053, f4b6, befd, 0
2edf, bab9, 076a, 6d05, 0
62ba, 16f5, bbe3, dd6d, 0
9464, fbc8, 15e4, c17f, 0
e5ce, 3e69, e67c, f11b, 0
33ac, e0c0, 37ff, bdac, 0
f37d, c80d, c83a, 05d4, 0
f272, 9b18, 32ff, 1652, 0
e7f6, 5299, b830, e98c, 0
425a, 2c85, 1344, 12e3, 0
6190, f75c, c832, 039f, 0
20ca, a12b, 66e3, 169d, 0
0bf1, 6f74, 1f22, 2855, 0
2fa5, 2c48, 0da2, 9f11, 0
1e82, 2bc6, f619, c9f6, 0
16e3, ef6c, a7ee, f14e, 1
06d4, df8c, 1a33, 291c, 0
1a09, c9e8, e44b, c684, 0
3fb1, f009, ba70, 38c9, 0
1220, 08a6, b2b9, 2ada, 0
ad46, e730, 0b5d, b4e3, 0
6911, fcaa, 4e73, f2c0, 0
e59b, 52da, da94, 13f7, 0
13c1, 3fac, b499, 05e4, 0
559e, d939, e6c0, c497, 0
655d, 022a, 217a, 56cf, 0
f6ae, 3d5a, bf88, fc38, 0
2259, 474e, b154, 16a3, 0
ff9c, abdc, d96f, 1ba6, 0
382f, 28dc, 1742, b12a, 0
cdd9, fd14, e803, fd7b, 0
d813, 38b6, 2165, 5abf, 0
c615, 2188, 161c, eb11, 0
d31b, d11c, 35e3, 3451, 0
eee2, 9329, 93a8, 1306, 0
1bd0, 1602, 4fa2, 0972, 1
49da, f02e, e88c, 1645, 0
cb43, e302, 1cb5, 9ecd, 0
ffd9, b8ac, c31a, ec33, 0
3404, edb3, dac4, d502, 0
4fb1, 2a78, 0c33, ac15, 0
9ba0, f406, f206, 301e, 0
b54b, e432, f880, 76d7, 0
18fd, 4e71, ea79, d582, 0
c570, 4012, 0373, f0ca, 0
fb39, ec2c, e92e, 992b, 0
67ab, 12de, 031d, a654, 0
e7d2, c532, b9a1, 166c, 0
3958, e643, bd7e, ee89, 0
28c0, 4bcd, 2d26, 4c4e, 0
3ac8, c062, f5d9, 26b9, 0
b2c1, d835, 9c14, e6d3, 0
01ae, 0b9e, 2406, 101f, 0
10e1, d12d, b9db, fb70, 0
1778, ad13, 056e, 26a7, 0
2aca, 1b3d, 8b90, 0948, 1
d625, 1c69, e94d, 04d2, 0
1927, 2550, 47c2, f1bf, 0
e46e, b9c8, db60, de4f, 0
f181, 661a, d178, 42b2, 0
217c, d856, 32d1, 4bd6, 0
2d88, c897, dd43, 410f, 0
9144, 06ea, 695c, fda9, 0
b827, ee76, 18ff, 0cf6, 0
db5d, 0802, f396, 3bdc, 0
2159, f7ee, 6697, fa4f, 0
31ad, c2c4, c60c, c18a, 0
fddd, 0560, 3afe, e6ff, 0
5c99, 167b, b6e7, fa8a, 0
cb8b, 3ca1, 0ea9, 6597, 0
f602, cc3b, 0148, f813, 0
b565, 2d48, b1a8, da6f, 0
bd24, fc96, cbb0, f556, 0
d3f0, 42ec, 58cd, 0513, 0
d583, 3c58, e1aa, 04c7, 0
1803, 1dc0, 0ee7, fe44, 1
b582, 223a, 2fc8, f7ad, 0
0e77, 5183, 7256, 04ba, 0
1563, 5e2c, 4bb9, 2767, 0
5251, 0c6a, 1b60, a33b, 0
f43a, 1f1c, 3171, 3edc, 0
12ff, a4a3, fe14, 2472, 0
b3bc, 1da0, 0c27, e56d, 0
0596, 78d0, fd81, f63c, 0
d4d6, 1395, 1537, 2211, 0
e60a, 184e, 1d19, eed9, 0
b9a8, 2b95, 3d3e, bf6c, 0
a552, 0642, e857, a080, 0
f61f, 19bc, f27e, 3e80, 0
f7fc, 8d26, af7c, 02c3, 0
fa63, 3a62, 150e, bb65, 0
1ae1, effc, 3197, da98, 0
43e4, 2660, 63eb, fcf1, 0
b569, d081, 08ca, 7365, 0
019a, 57b6, d660, b28c, 0
c5a5, cee2, 13fc, 0b09, 1
1c09, 50b9, d32e, b6ed, 0
b9ef, e511, 1763, dc74, 0
2e64, 2a3e, 5e03, e34a, 0
f340, 3d62, 14b7, ce6c, 0
13f1, 95f5, f075, 495f, 0
1946, b12d, fa39, e7f7, 0
034d, a858, 36f0, def0, 0
10bf, ad1d, 0237, 4a54, 0
eee5, 9250, 167c, 1418, 0
44e2, 113f, 18ef, 1889, 0
97bb, 102a, cb52, f5e1, 0
b6e2, e38f, e224, 0e09, 0
0e41, 9920, ea77, 47a2, 0
1a98, 625f, 0aeb, c8d7, 0
dc91, 284e, 27c2, 1de0, 0
389b, 1c63, 1914, d333, 0
26cd, 3cd0, debc, dfbd, 0
ea4b, 4763, eb31, 1a42, 0
2d33, 3ca5, 0419, a423, 0
84ac, fd17, 5715, 0a46, 1
3c03, f71e, 2cf3, f106, 0
0d56, c132, 0d6b, d1e0, 0
f619, 1ebd, a1a6, e189, 0
a7cb, e028, f36b, c873, 0
f640, 94d5, a857, ec9f, 0
418a, fd80, cb1b, bf32, 0
0e50, 0c7d, e512, 1384, 0
1bf2, a175, 23ae, 48bc, 0
d172, e4f0, f43d, e6c7, 0
dc9c, a480, 2f84, 026e, 0
0330, 89e0, 0d31, 6663, 0
af1f, 1951, 480e, 2e8d, 0
13ed, 0cd2, bb8c, fae9, 0
e1fd, d1ea, 033f, 21b5, 0
ffaf, 885e, 1097, d4fd, 0
d462, 39ca, 0e8f, 52e8, 0
a6a0, fc12, 05fb, bcea, 0
071a, ef25, 8955, fb54, 0
360e, 046c, db18, 0f86, 0
669a, e9b0, 5384, eca6, 1
a4b3, 19f4, 9005, 0454, 0
9111, 0894, 4d62, d8e7, 0
268c, c6a1, 51db, e19a, 0
e652, 08eb, cc6b, 2e79, 0
193d, 0a05, e8d5, 429b, 0
e9a1, d5ba, b0e6, 1e75, 0
4ffd, 082c, ca59, 3649, 0
1aaa, ab52, 255b, 4569, 0
bb63, 2278, fa33, b2db, 0
d4f9, 4bcc, 001f, 61ab, 0
255d, 1cc4, 0ac0, 0f4f, 0
d66b, 418b, 2646, ebdc, 0
147e, 3be5, fec7, 0b66, 0
ec6f, c942, f381, cfba, 0
dadc, 2205, 1ed6, a3ce, 0
0b74, 0589, e3e7, 1d18, 0
f1c3, c33c, 1c48, 4fde, 0
da3f, 30a6, 2d73, e748, 0
cacc, fc52, aa87, 25b5, 0
5d37, e97a, 23de, f6ec, 1
c2da, 2fd1, b9a3, dd1a, 0
d8ee, 1340, 5af7, dcc5, 0
ad6f, d839, ddbc, 2d1b, 0
2aea, f312, bf48, 372a, 0
6ddb, 09fe, 340b, 46af, 0
0945, 5a38, a1bc, ecf0, 0
393e, fbd5, 0ac9, bcdd, 0
a50a, e7b9, 40ab, c2b5, 0
1c98, 2bdd, f76f, fbe3, 0
d9c0, 3d69, 8320, 0146, 0
d52c, bb3f, 2c3e, 1089, 0
f18e, be72, 5132, 1c16, 0
e951, 3e81, 26f7, 4dfb, 0
24ff, c98a, 087e, 2675, 0
c738, 02ad, f41d, f212, 0
5977, 09f2, 0226, 88a9, 0
0dcb, 5af8, b4ba, 232b, 0
0fa1, 500d, 362a, f3b0, 0
fe09, 7af0, 880f, fd59, 0
01f6, f3cc, 0862, 2a77, 1
04c4, a924, 1b77, 3e25, 0
197c, 13f8, 4a30, e503, 0
1870, 5b72, f7a0, 69c4, 0
4868, 377b, efba, 2dd7, 0
fe24, 427d, f219, 20e1, 0
f912, bef5, df42, 30d1, 0
fad1, a9fa, 0889, b4cc, 0
28e0, c906, 02b0, a236, 0
294a, ef9e, 2cad, 0633, 0
f35d, f2d8, dd6e, 2778, 0
1a14, b989, 4916, e751, 0
1bb2, bf1a, 0c3a, 1ba2, 0
2731, 2ccc, d9a7, ee93, 0
3e54, 0131, 5c05, ec88, 0
ecd8, 3269, c083, ea65, 0
09c5, f0d4, 01af, 9559, 0
191d, c4a2, 1a72, 39d1, 0
08b5, e650, b1ce, 21c4, 0
d647, 43dd, 0116, bc5d, 0
feab, e2c4, 2d56, d16a, 1
51a9, e21d, 19cd, cf10, 0
4da4, 287d, b547, 2ef3, 0
0d24, 0288, d7dd, d6be, 0
c393, f1f0, 029e, ff35, 0
949f, 1325, f270, 4ce2, 0
dfc0, a90c, 7138, fc06, 0
f7fa, 6805, d718, ee85, 0
e0f5, fda3, eb58, 3f77, 0
4389, d89d, ab63, dfc1, 0
0434, bcfe, e51c, 5f58, 0
e855, db30, 48c6, d625, 0
0528, 60ff, 109b, 54cd, 0
2e83, 4cb6, 393c, f879, 0
471e, f0b3, d6b7, 1055, 0
1697, 3c67, f2bb, 0470, 0
24d3, fcdb, 97f4, f919, 0
378c, 1f60, e6d6, cd4c, 0
f852, b0f5, efed, f1b9, 0
8ea0, f307, e3ce, e58c, 0
b242, da23, 509c, dcb3, 1
0e4b, 5953, f794, df1d, 0
e6c7, 2227, 656a, 17af, 0
2667, d998, 1fc3, dc9e, 0
26c6, 51d7, 0b50, cf91, 0
2018, d6b1, 2d69, d97d, 0
33cf, d96f, ccf3, 4786, 0
ed5b, daf2, 391b, ba72, 0
948b, fcd2, c2ef, fcf1, 0
ec91, 9ce0, b840, 2032, 0
fb84, b9a9, ff5e, 934e, 0
044e, 10fc, fc35, 2cdb, 0
b426, ecf4, dea4, f554, 0
62d5, e4ae, c331, be65, 0
1686, 5aaa, 220c, 06dc, 0
3133, 2c20, 2514, 2345, 0
f8d2, b386, b9b7, 0a03, 0
44c3, c53d, 3834, c053, 0
229a, be50, 1eb4, 0320, 0
c293, d4cd, fce8, 34b3, 0
0c1a, 7163, f1c5, 41e4, 1
fd30, 075b, 4256, f921, 0
03ac, 43ec, cf54, b0e1, 0
0656, 3187, d9ed, 4718, 0
d705, 4911, f76e, 1aa8, 0
e790, 081c, 629e, f516, 0
5765, 0112, 1402, 0f38, 0
19d1, 3cae, 0057, a10d, 0
d29a, 10b9, e309, ddba, 0
a277, e8e0, d260, 08f1, 0
9b60, 0e7a, d24d, 4323, 0
ca70, dd7f, a99b, 0ab2, 0
ab99, ff3a, d55b, d971, 0
e6c1, 29b7, fedf, e540, 0
a28d, f086, c2d9, d100, 0
fcda, 5def, 25d9, ae55, 0
d282, ce70, 36df, bc43, 0
6ab4, faba, 1372, 24ec, 0
e552, ff46, 084f, 5ca9, 0
6132, e50b, db08, 2927, 0
cba2, 3632, ee79, 34d0, 1
cb33, f1d5, b557, e9ee, 0
20ca, f615, e03e, d72f, 0
e43d, bfca, 5a2b, 0972, 0
b2e7, d57d, bcc8, c780, 0
5e57, f4c1, ba71, 015a, 0
1e1b, a7d7, d2a5, d3a8, 0
c60e, 26f9, ef33, dc86, 0
55f0, 08e5, 5e15, dfcc, 0
0d81, 39af, c755, ef3a, 0
6531, 1523, f3b6, 2972, 0
bc7c, 2e20, 1d92, 0bce, 0
0a74, a7fe, f911, 8809, 0
55d3, 1540, 2a5c, 2747, 0
2379, 5a6e, d8b8, cfa6, 0
f667, 9abf, 029e, b236, 0
4830, 2b05, f766, bcc6, 0
3374, 1c36, 4d65, f6cb, 0
1901, e41b, 2c93, c565, 0
d96a, 1fc4, 1f46, 37d4, 0
4bbc, e5d3, eaf7, fbe0, 1
39d5, 458a, 34f5, ddfd, 0
ecd7, ffa8, bfcb, 364f, 0
2db4, 42d5, 4843, febb, 0
0f69, a3e3, 3751, c679, 0
f89e, 1c93, 3c29, c1fb, 0
2233, f003, 4e6d, d75b, 0
27f9, 4a65, fc35, 267f, 0
1217, ff42, 4494, e786, 0
e116, 4f41, e37f, 5136, 0
064b, 5e91, a756, efb1, 0
3490, 0f0d, 0466, 6caf, 0
1432, 605a, 0284, cf37, 0
d300, edbb, 245c, 06ed, 0
044b, 7822, fc4a, 0f1b, 0
1d29, cdaf, c420, d75d, 0
f99d, 8eb9, e945, f3e9, 0
ad74, d749, ab63, dc89, 0
19bf, 25df, 0164, a0cf, 0
f422, 91f4, d87d, 25f8, 0
faf2, 8fe6, 26e0, 2663, 1
3a69, fb6d, dba8, 12ee, 0
d1b6, 463d, df8c, 2377, 0
b030, f3e6, ec49, 6082, 0
3409, 06bf, 3038, 10af, 0
1696, 52e6, 92cc, fb76, 0
0e90, a1cf, c22c, fcd8, 0
403f, eff4, 471b, 06fb, 0
372c, 4019, fbf3, 65df, 0
cead, 1c43, 0430, 3383, 0
062d, af4b, 1486, 5dc5, 0
29f3, 04ce, d828, b73c, 0
93eb, ff08, d414, 22c7, 0
deea, 26e0, ef26, 116f, 0
9499, ef35, 115f, 0da9, 0
e9d9, d95b, a3c8, fd35, 0
2590, a8ec, 5a64, 1d00, 0
3824, f278, 2cc7, 2c2c, 0
4b5e, eefa, deeb, 1fcd, 0
ed87, 24c4, fc2f, b64f, 0
0e46, 237d, b081, d693, 1
6c62, fe62, eb69, b820, 0
e590, f521, f63b, 2ce2, 0
1bad, 039f, 1b81, c3cb, 0
fabf, 2aaa, f071, a472, 0
ffa4, d911, deee, f8c3, 0
dc1b, e7b7, 0213, e625, 0
e546, d3eb, fa27, a164, 0
36a8, f3af, 264f, 1d86, 0
ca4b, f879, cf1b, b3eb, 0
b5f8, d0ac, 2f21, 2939, 0
0fa6, f95d, fda1, 9955, 0
cb77, 2951, f14e, f5ba, 0
fdfc, 3dc2, 3245, 2c33, 0
3e81, 0399, 102c, cca2, 0
1ebf, 5f72, 46da, dcc6, 0
d769, b212, f867, 783d, 0
dd2e, 1dc0, 0004, 81dc, 0
4199, df53, 30c2, 4ee4, 0
2935, 301c, 0f9a, 2dd8, 0
f14d, 3307, 1e29, c446, 1
0e8b, 0585, 19fe, 0705, 0
e69f, 215c, 156a, abd7, 0
f6ee, 45bb, 3a5d, c2fa, 0
19c4, 074e, ffe8, 5a49, 0
0da3, 220b, 9032, f1ec, 0
59ce, ebda, dc2f, 50f9, 0
3e14, f3a7, 1157, c48c, 0
38eb, 24b4, 9bc9, efbc, 0
2702, 37a2, e9c9, 0b76, 0
f5fd, a579, dbc5, d25a, 0
ac09, e879, 3911, c5f9, 0
f28a, d01b, adc8, 260e, 0
1fb2, b787, ca76, 326e, 0
d3e1, c062, eca5, dc07, 0
1932, 6610, 00dd, 9376, 0
d4bb, b5b7, e943, 283b, 0
38a5, d284, df40, 196f, 0
ca43, eabf, 0e19, 360d, 0
f590, d892, 23d0, edef, 0
d980, e412, f4d7, 100e, 1
