real_A1, imag_A1, tlast
98f140, ce2cbf, 0
3874e0, d4425f, 0
baddd3, d51504, 0
baf605, b57d4a, 0
4f612b, f0a011, 0
fc01d6, ce04b4, 0
42466e, 1c2ba5, 0
10626d, f0e563, 0
9affb3, ea2e8f, 0
d42252, 6b1bfa, 0
0b1d98, e6b55d, 0
a0799d, ac7016, 0
e75c51, f5e1a4, 0
220a21, cbff50, 0
ee28cd, 744a8e, 0
5b2e50, b01255, 0
960427, db6fb8, 0
88a08c, ede76d, 0
98604c, 32ce9c, 0
d93872, 7122d8, 0
d6f18f, 51ce92, 0
b44e3e, abf963, 0
716c77, 4e9264, 0
7cf83c, 72e00b, 0
85a920, 520abd, 0
7faecb, 66554b, 0
600426, 0ce1de, 0
0c3d49, 4a1bd3, 0
1d1a9b, 44e2bf, 0
e74345, bd64c4, 0
679e9d, f40a20, 0
916544, 200c65, 0
e81fa0, 754bae, 0
cc6005, 459a0e, 0
270c0d, 988dfe, 0
201d30, ba62f4, 0
41a5e5, d3315b, 0
c41a61, d432d7, 0
7782c5, 12a6b4, 0
110715, 50c336, 0
89badb, bc9c16, 1
a1cdc9, b301d5, 0
3f76ca, 0025eb, 0
c7c7b1, 20bfce, 0
866bc2, 10e9f2, 0
6077fe, e5d20f, 0
9b7c23, ecc0c6, 0
c792d5, 26f23e, 0
e0ec10, 8bffb1, 0
9ec3ad, 96454c, 0
333724, 34d982, 0
126c11, ecfcd6, 0
a17493, 7aec02, 0
f117ea, cc4154, 0
a170f4, a1f2df, 0
6624a0, 9ae6d5, 0
d2f3ca, 37a48c, 0
c5e140, cf0c1b, 0
293ac2, d453ba, 0
7bffc6, 3aa53c, 0
30af0d, 4143a2, 0
060867, 575947, 0
4dd4d7, 42e276, 0
f00fb7, 839841, 0
141910, d56778, 0
3fb288, dd6718, 0
a31b12, 1d0e84, 0
566d72, 9d4bf7, 0
1c0537, 6ea289, 0
c21578, 310a4b, 0
68f766, cf6744, 0
1177d8, 4ff210, 0
046865, d77d21, 0
cdd936, bcb9d7, 0
7b94f9, 9cc44c, 0
79c5fc, 7aac14, 0
602697, 35965f, 0
e4f10f, 5e4bf5, 0
7aa84d, 2aa8d6, 0
1a5e9c, 6ed4a8, 0
47f608, e9caf8, 0
a0d571, 4a90c3, 0
720072, 154a22, 0
6ace05, 9c299d, 0
107857, d389df, 0
842bb5, acfad7, 0
517ab0, 53968d, 0
ff0d13, cba5ff, 0
19744d, a86501, 0
6baf6e, e1f85b, 0
a5e451, d7f3e9, 0
f47f32, 638a33, 0
61de68, be79a8, 0
589f7c, 947d2a, 0
65c4a1, c51128, 0
fcaf5d, 60eed1, 0
d20539, bed049, 0
e0cd9a, 7f4dfa, 0
90e7a6, 703308, 0
ccd7ad, 7704a7, 0
c8d59b, cda476, 0
7e9e64, 622583, 0
fb5c93, d4e924, 0
ed01e9, 45af39, 0
ba0eeb, a087a0, 0
68dd94, 1351bb, 0
475a67, 7758b8, 0
3a51b8, 3738fd, 0
1ee433, eeadd1, 0
cf603d, 7d7f68, 0
769eea, f6ece2, 0
bb578f, 9f1861, 0
e7b4c1, d25039, 0
eadc09, 8d580b, 0
60387a, ab2cde, 0
6ad8aa, cc9e8b, 0
25ab01, f31256, 0
2dc3d5, cad321, 0
c5f249, e7d792, 0
b050a8, b91270, 0
1f2190, 16662c, 0
e0d2b6, ee4976, 0
e86810, 6a202c, 0
e2b7d5, cf86e4, 0
350abf, f092f3, 0
72b491, 499e34, 0
4840bf, e156dd, 0
9144a0, 503c64, 0
940c3e, 10cff9, 0
8f6e58, e93c24, 0
3ec061, a25785, 0
82e368, 34a358, 0
225bbd, 800234, 0
94dd07, 99903b, 0
9e2823, c885f6, 0
c86c20, a6bbce, 0
594f0f, 62b626, 0
794164, 59bfae, 0
a235a2, e91336, 0
2f1e4d, 5000b8, 0
1352c8, a9fb13, 0
339df3, 4d779e, 0
62806f, 7c8d36, 0
2a3012, 87a11c, 0
dd5464, 65e32c, 0
92d87d, 3afc74, 0
f1df90, 46bcf7, 0
c02825, ca638a, 0
a51810, de77b2, 0
8bbf1a, 32ddbf, 0
ca0e5e, c1ae10, 0
0fa63e, 4cecb2, 0
a59090, 05b733, 0
c4b048, 8431ee, 0
87c0c4, fe6b64, 0
874f7e, 3e7cd3, 0
25d7e8, 2df90b, 0
db01b3, 79adea, 0
54ea62, 20f35e, 0
b37854, 9bd53d, 0
532e2d, 901975, 0
0f8401, afcb68, 0
53dda2, 3e7701, 0
1d3317, e04f92, 0
12cc02, 3f834e, 0
73e089, 8c95a0, 0
80c2b8, c35655, 0
9d54a2, 206798, 0
2d9a3c, 8e18b4, 0
47c068, d7aed5, 0
cd929a, 082b88, 0
24cc38, 174008, 0
e24062, 2a5442, 0
3890b4, 7695cb, 0
df31a5, 8eeda8, 0
059591, 08a1e5, 0
f0c762, 0cbcea, 0
9cf783, b6aa16, 0
06a9ef, 038d87, 0
3c3c23, aa847a, 0
6beb51, fc5d3e, 0
0e3920, 1a1431, 0
7d7320, 617d98, 0
508f36, 42101c, 0
bdbfcb, cc594c, 0
dd120f, 29a7b8, 0
aeca93, 319ac7, 0
fe6c87, c93af4, 0
ce3143, a3ce9d, 0
38f0cd, b5f9ad, 0
882600, bf255f, 0
97e819, 918b43, 0
4e92b6, e600b7, 0
99100e, 38158a, 0
d3de97, fc29c2, 0
b71733, 62c8b9, 0
9546f6, b62e51, 0
fefd79, 7dd7a2, 0
2b76f1, b00400, 0
651597, 6da9c2, 0
283117, 3116a6, 0
e993fc, 1b0057, 0
7dc37e, 162a10, 0
daf429, 03cf9a, 0
ae39fd, b6e09d, 0
ee7d5c, 2a4049, 0
785bf2, 487049, 0
11f458, 1fbc0f, 0
348a8f, f2171d, 0
cad755, 1c0267, 0
6c4ec6, fd26a1, 0
86b127, ad5fa7, 0
1551b3, 41ecbc, 0
e43082, b341fc, 0
9ca38a, 597e63, 0
2e8b51, 233e22, 0
512182, 460c92, 0
272f4e, 0facd7, 0
99abd8, 0f6c6c, 0
171900, b2880d, 0
5b8d88, 533394, 0
f9c001, 5cd0ed, 0
a1b739, b3c2cf, 0
dfd61c, 0464dd, 0
a99bfe, e99874, 0
e49168, d58ac9, 0
dd9c6b, 85fa86, 0
41a619, 097c6e, 0
e8d7ca, 2e8491, 0
fd9735, 3046c0, 0
e4cbd2, f8dee7, 0
201c7c, 9088f9, 0
88005b, a749c1, 0
f1df4a, 557ab6, 0
85d147, 569dd3, 0
5fa869, c77e87, 0
81b801, 35955b, 0
4fd50c, 3d26e9, 0
f4c884, fd6761, 0
61245a, eaf7bc, 0
ed7c80, e54863, 0
dd4491, 848555, 0
d7a5f5, d36743, 0
ed3c98, ab5564, 0
0df263, 688cf8, 0
029e1a, 22568b, 0
ef189f, 9adb55, 0
3315fc, 37472a, 0
4cf4fb, c5fa07, 0
229bb2, 5d35ea, 0
43f9c2, b12398, 0
adbdd6, 6a6233, 0
57a74b, 4209e7, 0
9c124b, 50f570, 0
a46af4, 748696, 0
897cd2, 3f2e8c, 0
36e09c, f2a6f2, 0
723947, d203c8, 0
165747, e2ac0a, 0
ef7a34, cf0520, 0
28a7f0, db5b7a, 0
fe9c3b, 0961f2, 0
7379f5, c9a07c, 0
739c12, 916855, 0
392583, 9f75b3, 0
33b032, c64429, 0
ccd6c2, 789cae, 0
5942b0, c0cd6e, 0
dba604, d49425, 0
7038a6, 736a27, 0
c11f73, f48282, 0
8e7b0e, 895845, 0
6087bb, 940f03, 0
09a2e0, 026bba, 0
9008d2, af2a33, 0
0c47e4, 02a9db, 0
90cbd6, cc4973, 0
919b83, 4c4950, 0
d1d5c4, d87a6c, 0
a798c7, 3984b1, 0
9b970d, 1c71f2, 0
3ecacd, 2f4ec5, 0
cc6013, 31efc3, 0
b88898, cec934, 0
90bc54, ed2cf2, 0
6b31bd, 8f28ff, 0
113aa3, 212542, 0
719be9, f0c805, 0
7ae0ce, 390c9c, 0
576c0f, bcae7f, 0
4d59aa, e2b08b, 0
c234a8, 4c4e33, 0
96da28, 41fef9, 0
b94809, 49b42f, 0
2560ea, fb4c91, 0
259b8b, 1121df, 0
aa6c97, 04fd08, 0
3e5b83, 437d2e, 0
1f2972, 1dbea6, 0
bf70bc, 9459c4, 0
f9d00c, dd4838, 0
ca7730, 5cb32a, 0
128d43, adadc5, 0
aa0e75, e24b00, 0
c9f0d8, 02c869, 0
0c8cc5, 641b89, 0
53729b, 3f708b, 0
0fc289, f8f63d, 0
50e5c1, a8d208, 0
d6ada6, 9ac483, 0
4297d6, 09ef2c, 1
6a2395, 3d41da, 0
17a76d, 705037, 0
769e21, 17bca0, 0
18f0cd, 67c747, 0
d2e39a, 873415, 0
68a763, 68befc, 0
cc7477, 363bf8, 0
5f64e1, 6bc5de, 0
365afe, 55922b, 0
2f30e1, 08ea80, 0
85d55f, 3acbfe, 0
085a3c, cdb054, 0
9358a1, 55bc5a, 0
f04297, 090c1d, 0
58b81b, f04d80, 0
60531d, d698b6, 0
2b158b, 6bbc4c, 0
60a9d6, ab9136, 0
c09e9e, e3ad24, 0
9412a5, 347555, 0
ddfb06, b931e5, 0
2eb044, e05173, 0
89b480, 9aebc0, 0
e23869, ceef87, 0
28bb03, dcc9ec, 0
047105, d262a7, 0
78fb29, a398ee, 0
5508ee, a75ff1, 0
b79382, 7b41db, 0
cd55ac, 702d9b, 0
550b7c, 4a3f6d, 0
11f0af, 17b6ac, 0
2f8998, 7567d6, 0
6e3299, 9827fc, 0
ac83cd, 5e3057, 0
e41ba7, 69898c, 0
3bfacc, 67f27e, 0
215e23, 222114, 0
28a426, 0bb742, 0
143241, 8fb3f0, 0
b56c6f, 0c86be, 0
14b06b, 95a131, 0
492b32, 66867f, 0
82de0e, 0edd79, 0
671988, 3f5486, 0
7869d9, 9286d2, 0
a7e785, a93b62, 0
9474ef, e67b84, 0
f9c20a, 991b50, 0
1abae7, 9fd990, 0
9c1094, 6f7f2e, 0
960620, b4a347, 0
4696d2, 7c2440, 0
964faf, d8dbd1, 0
b6307b, d59538, 0
5e09b9, 37a108, 0
2a10ee, 798185, 0
e4055a, 903e70, 0
9f0228, 25b8c7, 0
811634, a27902, 0
27e5c1, dd21fc, 0
86cc9d, 131e01, 0
3ce72d, a6a78a, 0
767ecb, f5bcd2, 0
c6bd22, 324f19, 0
eda496, 8615f9, 0
9889b7, 4314c5, 0
54be1c, 31a69c, 0
4b0a2a, 802ea8, 0
c10301, e2efd9, 0
37dc97, 497491, 0
1806d6, c5e12d, 0
fdfbf5, ecf8e5, 0
a59cfd, 059906, 0
0b7ceb, 2f6bac, 0
8a944d, d7288f, 0
dea1e9, 5a6af8, 0
ce7bdb, dda244, 0
3e988c, 838d73, 0
a6dfb3, 7d0bcb, 0
a9a5c9, 300b87, 0
52e4e6, 392ce5, 0
54bbad, 2a710b, 0
1116a1, fb7cb8, 0
94ee39, fd26c4, 0
f63010, a30c61, 0
5fa625, 22edf4, 0
3fd1d5, 1fe619, 0
88e886, 92a69c, 0
504446, e1b54d, 0
ec0460, 11df14, 0
3c83f0, 9a78f2, 0
195726, 7b5217, 0
25bb28, 412d27, 0
ff70c6, 8e96b3, 0
10db2f, c611ad, 0
7d2ddb, 37c253, 0
547b2d, 9652a0, 0
e6f865, b2a245, 0
0fa188, 86218e, 0
a1ecfd, 507675, 0
4e915e, bbe11f, 0
36ac4e, bff1f3, 0
defb7b, 3d1bd8, 0
0dd9b0, a5dc6f, 0
92d656, 13f142, 0
e8a2ec, 2bd158, 0
1da514, 7d2739, 0
2dbc9d, bc3e67, 0
bea5cc, 577190, 0
e6e514, 1a7c85, 0
c6549b, b81160, 0
2b16d0, 0e031e, 0
c2c11b, 0fd798, 0
8fcd65, fe787a, 0
3c50d7, 120332, 0
beda99, 4a13bf, 0
26fbaf, f9c848, 0
1e048d, 307316, 0
7791be, 527546, 0
89ecc0, 668e33, 0
f60f72, 14dfb5, 0
f9ecf1, c403fa, 0
0ff2ea, bc157a, 0
29bcf2, 94cf48, 0
7d264f, 1af418, 0
05ae3b, eb835a, 0
ea5f6d, 52d5fe, 0
8530b2, 8aa7c9, 0
5228b4, d19c74, 0
cd5855, e7e07f, 0
1b6c93, aaf456, 0
5bb45f, f70eda, 0
03692f, aea1fd, 0
c32741, b137f5, 0
aa924c, 3ed47d, 0
25ff2e, 622aeb, 0
f6edcf, eeda6a, 0
e73dd3, ea72ea, 0
e1a747, 54bc33, 0
0d1193, 1ae159, 0
3a2d84, c8edac, 0
1777f1, c4bb4c, 0
2526a6, 415250, 0
46f57b, b376dd, 0
537db6, aac7d9, 0
51b2e1, e97b58, 0
99d119, 36231c, 0
c1e8ef, 0b46de, 0
ff44b6, 85f679, 0
6ec1aa, dc7a33, 0
e06c16, 219cec, 0
7d5a81, b2d704, 0
1d5678, 6658c0, 0
571c4b, a3dce9, 0
851a40, 1e6b19, 0
4d61d8, 28da16, 0
5d85e3, 4a46b3, 0
6470b1, 542728, 0
2199a8, 89a95c, 0
57c472, 958f9e, 0
c605b9, 999b01, 0
4824db, 2a6d04, 0
30c0e9, 97485f, 0
e96cb8, adab4a, 0
16794e, b12770, 0
5e3906, f1c4db, 0
9d30f1, 47b536, 0
0f6c4f, 517465, 0
ec31fd, ea89c0, 0
08aa0e, 98008e, 0
5e885c, 013ea4, 0
3a91f2, 48fb7f, 0
1be506, 3dcff7, 0
ad8d62, 4aaf80, 0
f60434, 41e052, 0
acc719, d252ed, 0
1395c3, 7019ed, 0
5139ff, e78bf1, 0
95b31a, ac5936, 0
3d85d9, de8602, 0
cfb663, d7ac9e, 0
b92b8a, 1d6866, 0
d72cff, 775d70, 0
3e81ae, af4b74, 0
0f9bad, 0048b8, 0
3044a3, 0098c9, 0
2b490d, 0ac69e, 0
bdfa17, 128e3d, 0
cb79a3, b412cc, 0
46ecd4, 41236e, 0
6de587, c3ec49, 0
147e4e, c83712, 0
00522d, 44020a, 0
929897, f8d8e3, 0
116c19, 94717c, 0
21b215, b25e8b, 0
029aff, d9927b, 0
f0d293, 0a68ae, 0
061250, 9946ac, 0
43add5, fc5324, 0
e52ead, 76f583, 0
58f86f, f02e5d, 0
1fcbe9, 207e16, 0
2b231a, 6347ab, 0
daa094, 715a5c, 0
ea513c, 64faf5, 0
ef4570, 79e8be, 0
a083fd, deb25d, 0
6c5ea5, 1ba3e1, 0
718413, 813a8a, 0
5ec632, a4a169, 0
dc1c40, 302b7d, 0
8d4145, 9fa047, 0
0ad70e, 4b5b36, 0
301b78, fe7521, 0
1e5b0d, 9ed216, 0
41a5a1, b10073, 0
74ca2b, fd6217, 0
148048, a8e7b0, 0
c6c2ad, 57bdf8, 0
c8cd2f, 543d46, 0
3f78d8, 53d445, 0
c55a96, 8eba99, 0
4da9b7, bb7596, 0
17aecc, 1c82a8, 0
660bae, abb68c, 0
0409eb, fb1961, 1
c19ae7, c5bdff, 0
e4ed42, 09aa5f, 0
e47031, d4d57a, 0
a0ba67, 63df6b, 0
f15341, 1899c8, 0
4e8abb, ab137f, 0
9c0448, 755617, 0
14dd33, 420478, 0
0b5a79, 6b1ba5, 0
4052c9, 676686, 0
fb5bb7, a4997b, 0
03acaa, a69b0d, 0
31573b, ba21d6, 0
4de749, c08d52, 0
3a5312, 7cea0a, 0
96feb5, 732b19, 0
633114, 1f41d4, 0
110dfc, 8f0807, 0
a510ed, 941482, 0
69e06d, ef9345, 0
e73c7e, e446da, 0
a009a5, 366a76, 0
3215ed, 163815, 0
312863, b36ee4, 0
d0389c, 61f2e8, 0
e77971, 4fdf06, 0
44481e, 7ae466, 0
6a29a3, c39a0d, 0
244785, 5ae1cb, 0
68847f, 2efa38, 0
600379, 085051, 0
7d7904, 5b0624, 0
3cd1b2, 2146b7, 0
a300e3, fd8125, 0
30e5f6, 750a65, 0
7a1d47, 8df9c2, 0
02bc3e, 061780, 0
a0a7aa, 09246b, 0
7febf8, c55d6b, 0
c07996, e9ffe9, 0
a356a3, f8f2ec, 0
832239, 4a4ec6, 0
9c2e45, 4285dd, 0
943523, 4de5ba, 0
2a0bd7, be4c8a, 0
3dae6d, ac7f20, 0
d1b272, 7d8ba7, 0
71da4e, eaa58d, 0
f41ee7, 54f5c6, 0
4cc6d7, 815030, 0
15a40c, f342b1, 0
2fc786, 2f46d7, 0
dd7ca1, f0d130, 0
519cac, f88f1c, 0
d10098, 6c27a3, 0
dcccb4, 207719, 0
f92ee6, e343a7, 0
e3b57d, 1ec54d, 0
f5c510, 695ea6, 0
a42977, 99f9d9, 0
c605cd, d1a77d, 0
294ced, 7124f7, 0
b801fa, c8fccf, 0
25fe18, ea3eb9, 0
c87a92, f92bd1, 0
c2755e, bbccac, 0
0b5a70, aa91c2, 0
a59c63, 5282f4, 0
b2ae77, 4fe02b, 0
cf0b75, e29034, 0
548260, 946886, 0
f01c4b, d51c47, 0
e77e84, ab97b8, 0
6ceeb6, 9b4756, 0
da8a7d, 8629d1, 0
4c688d, bda318, 0
213d26, 8dacc8, 0
9ea040, 6f2aac, 0
ea4e67, bb6712, 0
d2dc7d, 3affb4, 0
30aa2f, aa653c, 0
0d121b, f7ce3f, 0
f282a9, 25793d, 0
0906e5, 923a9e, 0
c39f29, f94944, 0
52f96e, 546e5a, 0
2b43c0, 22ac8e, 0
cc46b3, b14fad, 0
de605f, 7d3ed2, 0
bdd944, a0c96e, 0
e57bb6, 6ac6a4, 0
1acf58, 77bd17, 0
111753, 564060, 0
20e2b1, 9f6590, 0
7da58f, 029ef5, 0
f8e460, d21042, 0
16cc61, ab87aa, 0
8e8b58, 78815c, 0
e26370, 76d8f7, 0
dc10ec, cd1770, 0
edd467, a315e6, 0
5ec854, d10d61, 0
6ee097, 0d5966, 0
d138d2, 04d419, 0
b07d56, 6af726, 0
b89885, 92173d, 0
8851c7, 313cbd, 0
bc46a1, f06eb0, 0
5b287f, a4a225, 0
9615da, 8175cb, 0
168d7a, 448d59, 0
ef7c97, 1e70e5, 0
1a4a06, 473166, 0
672f6e, c0cc0f, 0
0109f8, 538a02, 0
a2d6b1, 54d0fa, 0
32528d, 9fd38e, 0
0cc409, e6ac2f, 0
5569df, 37f000, 0
21fcee, 36429d, 0
0b6af8, 5b42ed, 0
740953, bc1e51, 0
da5702, b9a3e1, 0
f98deb, 8ccfab, 0
14ec0f, 24737c, 0
b2740e, e86809, 0
ef6509, 8f36b2, 0
9737d0, c96249, 0
bb6331, 69e16d, 0
d3c476, b68ba2, 0
b2e586, 3f5056, 0
8e40fb, 7f6679, 0
e9cd65, 282f6e, 0
edaa75, ad1ab1, 0
c687eb, 2286e4, 0
249579, 432dad, 0
61b13d, 05ebce, 0
50b5b1, e6424c, 0
0d9d66, 454a2d, 0
6d0a37, c3931b, 0
fb7ad7, d6ce4f, 0
e669f0, 77d194, 0
4588d4, 99a325, 0
870fc3, 9a29fa, 0
dd857c, 2d0aac, 0
995cf6, b7ab3c, 0
50d960, 63aebb, 0
263581, 0d859d, 0
4fe0ef, 53490b, 0
937a72, 97e4df, 0
1887ff, 0ee199, 0
66984a, 77339a, 0
53b9ee, 74a6c9, 0
12d2fc, 1d5f66, 0
212590, 89e3cd, 0
b4139d, 943dd8, 0
e557bb, ed0f7a, 0
39d08e, c8d84b, 0
87045f, 7979bc, 0
3f2a07, fcdc69, 0
fe9f43, 67a505, 0
5075e9, de4214, 0
b8d18e, 14998c, 0
21c461, 3c40e4, 0
91c494, bd6e53, 0
b4a609, c77325, 0
f5c1aa, 11da67, 0
13f8b4, 0ceb26, 0
f1a21e, 525704, 0
63fad2, eed09f, 0
43a1f5, 4ea52c, 0
69f737, 38fba3, 0
367745, 746207, 0
ad574b, 002a4c, 0
b4a603, c72079, 0
bff623, 606a4b, 0
e7c730, 963cb2, 0
1e7490, 40ac75, 0
18ef1b, ca75ea, 0
429d9b, 839e5a, 0
b90bc6, f84d4d, 0
47ac39, 439833, 0
1ff6b6, bd3cde, 0
571dd9, 24c5fc, 0
d0f6d3, 1170df, 0
dcc8c1, db84a3, 0
0b3bfe, f140f5, 0
587e31, 5ebd1f, 0
dbf7a4, 21d2a9, 0
775cac, 09a14e, 0
c1f783, b9043f, 0
502090, a7798d, 0
fdc6e5, 59a0d4, 0
afc749, 14c384, 0
836ce9, dd11b4, 0
e10b99, a00bd9, 0
7fec38, 71a1ff, 0
4217fd, 855f41, 0
8fad15, 77d017, 0
5b7f9f, 8f2bbf, 0
80d77f, 32d51b, 0
8ff80a, db48fb, 0
caafbc, b6accd, 0
4ab953, fe4246, 0
ecfc5a, c50b72, 0
adc05d, 8259c4, 0
9e8d8f, 3091da, 0
21d27e, 4e761f, 0
1ae1f6, 22d972, 0
095156, 4fc4c7, 0
e86caa, 85113b, 0
a8d2e9, 2ea7f3, 0
1c81d4, 40e1f4, 0
f837c1, 1f12b3, 0
913353, 5a6fc9, 0
93ee46, 4259b3, 1
598c8f, 5eb553, 0
775b0e, 86fdef, 0
139bb9, ea519a, 0
65fe5e, bcbe55, 0
e63ba9, 85330b, 0
247e22, cab290, 0
0cc964, 22e765, 0
0ea5aa, 0ac895, 0
ead8f3, 42402b, 0
88fa5b, 3b3ba7, 0
903b56, 443074, 0
54ec15, c91e73, 0
db73a4, 4ebc11, 0
dc1edd, bea972, 0
5895f0, e0e0a4, 0
99d662, e9f594, 0
86e47a, 55d8a1, 0
6419c5, 5599c2, 0
d107cb, c225cb, 0
bae687, a9d8df, 0
8c99e6, 657a78, 0
517952, 028b1b, 0
9a6f1c, 7dbb48, 0
780047, 0064c7, 0
3bd6f0, 003299, 0
81f025, 237619, 0
1c2a32, fecede, 0
a0fd2b, c0a19c, 0
0e5346, b4006a, 0
c7e4a6, 487ff7, 0
ff663b, e9e462, 0
5e9e1d, 4d43e2, 0
5e4912, 5a0d76, 0
990587, 3696be, 0
18862b, 6b4051, 0
b31390, efc2a1, 0
25f203, 8d65e8, 0
715d89, d82732, 0
56340a, f78884, 0
9c7d45, 320f29, 0
8fef8c, 4d324d, 0
574f8d, f92e7f, 0
c293a7, 215b8a, 0
c81b62, 05da2e, 0
d5707f, 10b241, 0
3a2081, aa468a, 0
6b341b, 8192bf, 0
974d78, 44542e, 0
ad6a6a, e06673, 0
0c312d, e0ae05, 0
e77424, 8b46ef, 0
ce69a6, 10e4e2, 0
0fb0b0, 9526ac, 0
16efa8, c879d2, 0
ccca86, 514f8c, 0
fb332a, 31a9b6, 0
359f0d, fb6033, 0
5bd3bf, 789597, 0
721963, a6fc45, 0
770254, be951b, 0
3f56a2, 0d8e19, 0
0c2342, 408b5a, 0
e1ee68, 62bdd9, 0
c8f16d, df2b71, 0
54c4d2, 968122, 0
49108d, 93d2ee, 0
581c92, 02458f, 0
8a9076, 5e3d3a, 0
6071f0, c64769, 0
14bf61, 33b66d, 0
95eed2, 1b1428, 0
997e32, a800ff, 0
819f05, 0beab2, 0
59745b, 0783b9, 0
ad8969, 9d97ad, 0
f32462, 5432c8, 0
432dbf, fa0cce, 0
262b93, 4a11a5, 0
ac1b45, 105ba6, 0
1bf752, 8937e0, 0
b5cb45, c201c9, 0
27e26f, 5328c3, 0
e46519, ba0fb9, 0
b29bfe, 36df2b, 0
22d326, 14c311, 0
97510c, e4c3c2, 0
63b53f, b59091, 0
da3f86, d0c117, 0
d8483b, d60650, 0
ff7378, 3c1e5f, 0
559d00, 71d8cd, 0
163a5e, 04ad13, 0
3ffdba, beba56, 0
d522f3, 111d8e, 0
dc7ea5, 38ee4b, 0
41f376, 455f1c, 0
17ba8f, a30874, 0
b43a42, ffd23d, 0
60bc87, 7466e5, 0
888ad9, ee706a, 0
23d962, a5adae, 0
14d1d3, 7b5d04, 0
db54ba, e6c986, 0
9a0892, 99db0b, 0
b8a01a, f7848f, 0
bb5cfb, b6dceb, 0
4e3231, 56ad2b, 0
befde8, bd57a7, 0
c6c1d5, 5fb65b, 0
61cdf0, b86866, 0
1c6b94, aafc8d, 0
28718f, e177b1, 0
b493f7, 76a79b, 0
5bb796, 9ec689, 0
26bb44, a1ca34, 0
0f79f4, 93c44f, 0
203a7a, 18986a, 0
0da845, bff696, 0
b7271b, 3c0d07, 0
cbee51, f3c7c2, 0
1167cd, 198a93, 0
cc9179, f9f1b2, 0
b8ac57, c235d6, 0
39e3ed, 43c062, 0
7327c7, a2b8b5, 0
010f73, 1b51df, 0
64f7b9, 69e855, 0
10972e, a3f92a, 0
1e84de, 66e2d1, 0
a30323, d792ef, 0
f2e97d, ad933c, 0
6bdc85, 06dac8, 0
71b4a6, c89e03, 0
b41c08, 22fc70, 0
e263b9, 635833, 0
a0f1a3, 269ce7, 0
4834cc, 4eeaff, 0
6d2452, adae96, 0
a6a5f1, 2b6d80, 0
e7548f, 5f5846, 0
151304, f6eb1b, 0
b33e1b, d4cc13, 0
5ac39e, f7f867, 0
77cbcc, 1a46c2, 0
44106d, 9b6995, 0
9a4d50, 168a34, 0
4784b5, 19eaa7, 0
6bda81, 8827a3, 0
740eff, bab875, 0
1823e4, 3a8167, 0
0139d3, a1acb9, 0
b4d6be, 8c6ac9, 0
c119bc, f869ea, 0
573a87, ffc63e, 0
62d0a4, 5cff81, 0
df69df, 62f3dd, 0
7832e5, efa394, 0
59dbe5, 03ed21, 0
e22827, d08d93, 0
6db803, a387f0, 0
b27491, ed9a77, 0
de91a7, af3deb, 0
e69d98, 31c1fc, 0
a6b50f, 0f0122, 0
02067a, 307c35, 0
bcfeaf, 07ed00, 0
33c614, 40f256, 0
4e2cc3, 304314, 0
a33bf2, b21489, 0
26c2c3, e6146f, 0
4a75f0, 89e204, 0
e945f9, 1a7601, 0
2f72cf, 4f40cd, 0
ef7e52, 98f2fd, 0
5ae6ba, c12bb0, 0
e1f160, 8a8abe, 0
1f367d, 024f2a, 0
1fac73, e3fa48, 0
ea3075, 40a17a, 0
18ef7b, dda191, 0
0d1209, 3db875, 0
476708, 016865, 0
1ebec2, 116b9e, 0
5c5cd2, 7044c9, 0
ac5609, c1d6b0, 0
877d5b, aa0098, 0
f69807, e8355a, 0
06f2d1, a9adfc, 0
6aa2dc, 3d6611, 0
0b801e, 2a9047, 0
44928a, add378, 0
2db4e8, 6ef62f, 0
865f43, bc1ea2, 0
0f052e, 8110cf, 0
41a409, 9da8ef, 0
c9a2c7, dae608, 0
5d7a5a, c57a9b, 0
f7ec1b, cf21a3, 0
3923b9, 207418, 0
bb49dd, f25c9d, 0
f30c12, 3a0364, 0
ba4e73, cdc5c6, 0
67c7c7, 66c243, 0
5fb790, 18d7c4, 0
2e6997, 8c67b4, 0
e58470, 3a5cca, 0
15b1e1, bc245c, 0
113f11, 864071, 0
952d15, 34c089, 0
2c77d8, 0f4f8d, 0
b58d3d, eec78d, 0
885953, a55111, 0
4ac4ce, f739f8, 0
f44d5a, 514976, 0
2420ff, 01c701, 0
e12dd9, 84518c, 0
9492e4, 78ddef, 0
5034be, 1f082b, 0
8460a8, 22bc5c, 0
902552, ec1435, 0
ba756b, b64f78, 0
a4e650, 9cb842, 0
83d677, 8cbd4f, 0
41b9c9, e4db31, 0
b6845c, ce12b3, 0
b181c7, da52c2, 0
6bc3aa, 0b9c05, 0
d5229c, e03b76, 0
31c7f4, dc3e1a, 0
077688, c622c5, 0
cbbd07, b7d0e7, 0
fbe0ba, df68ff, 0
1ca42b, 9a9841, 0
b6771a, eba467, 1
853622, fda203, 0
1a8592, 1770e9, 0
57c102, 823779, 0
edc7c8, 9c8238, 0
5ef3fc, 21683e, 0
b1bdf0, 133c28, 0
43be1d, 2f704f, 0
a060be, ddddee, 0
5de9ba, 87c853, 0
8cf0d9, fde1b1, 0
61296d, 9bbd34, 0
f54ce7, 5853b9, 0
7918ed, 74c719, 0
3269f1, 41c567, 0
f5d899, feece8, 0
d11f23, f6b415, 0
970155, 45d41e, 0
49f557, c0fdaf, 0
